model_key,respondent_id,block_template_id,run_repeat,task_index,task_role,pair_id,manipulation_type,anchor_task_index,is_utility_equivalent_intervention,choice_label,choice_code,chosen_alternative_name,confidence,top_attribute_1,top_attribute_2,dominated_option_seen,semantic_labels,option_order,target_alternative_name,dominated_alternative_name,is_valid_task_response,duration_sec
deepseek_chat,DS0006_R1,DST0006,1,1,core,CORE_1,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,2,core,CORE_2,core,-1,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,3,core,CORE_3,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,4,core,CORE_4,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,5,core,CORE_5,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,6,core,CORE_6,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,9,label_mask_twin,LABEL_1,label_mask,3,0,B,1,CAR,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,10,label_mask_twin,LABEL_2,label_mask,4,0,B,1,CAR,5,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,11,order_twin,ORDER_1,order_randomization,5,0,C,1,CAR,4,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,12,order_twin,ORDER_2,order_randomization,6,0,C,1,CAR,5,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,13,monotonicity,MONO_1,monotonicity,1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,14,monotonicity,MONO_2,monotonicity,2,0,A,0,PT,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,PT,,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,15,dominance,DOM_1,dominance,3,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0006_R1,DST0006,1,16,dominance,DOM_2,dominance,4,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,1,core,CORE_1,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,2,core,CORE_2,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,3,core,CORE_3,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,4,core,CORE_4,core,-1,0,C,2,SLOW_MODES,3,distance,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,5,core,CORE_5,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,6,core,CORE_6,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,7,paraphrase_twin,PARA_1,paraphrase,1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,8,paraphrase_twin,PARA_2,paraphrase,2,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,9,label_mask_twin,LABEL_1,label_mask,3,0,B,1,CAR,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,10,label_mask_twin,LABEL_2,label_mask,4,0,C,2,SLOW_MODES,3,distance,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,11,order_twin,ORDER_1,order_randomization,5,0,C,1,CAR,5,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,12,order_twin,ORDER_2,order_randomization,6,0,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,13,monotonicity,MONO_1,monotonicity,1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,14,monotonicity,MONO_2,monotonicity,2,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,15,dominance,DOM_1,dominance,3,0,B,1,CAR,4,travel_time,cost,True,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0002_R1,DST0002,1,16,dominance,DOM_2,dominance,4,0,B,1,CAR,5,travel_time,cost,True,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,1,core,CORE_1,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,2,core,CORE_2,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,3,core,CORE_3,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,4,core,CORE_4,core,-1,0,C,2,SLOW_MODES,4,distance,travel_time,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,5,core,CORE_5,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,6,core,CORE_6,core,-1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,7,paraphrase_twin,PARA_1,paraphrase,1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,8,paraphrase_twin,PARA_2,paraphrase,2,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,9,label_mask_twin,LABEL_1,label_mask,3,0,B,1,CAR,4,travel_time,cost,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,10,label_mask_twin,LABEL_2,label_mask,4,0,C,2,SLOW_MODES,4,distance,travel_time,False,0,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,11,order_twin,ORDER_1,order_randomization,5,0,C,1,CAR,5,travel_time,cost,False,1,SLOW_MODES|PT|CAR,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,12,order_twin,ORDER_2,order_randomization,6,0,A,1,CAR,4,travel_time,cost,False,1,CAR|PT|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,13,monotonicity,MONO_1,monotonicity,1,0,B,1,CAR,4,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,14,monotonicity,MONO_2,monotonicity,2,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,CAR,,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,15,dominance,DOM_1,dominance,3,0,B,1,CAR,4,travel_time,cost,True,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0002_R3,DST0002,3,16,dominance,DOM_2,dominance,4,0,B,1,CAR,5,travel_time,cost,True,1,PT|CAR|SLOW_MODES,,PT,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,1,core,CORE_1,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,2,core,CORE_2,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,3,core,CORE_3,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,4,core,CORE_4,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,5,core,CORE_5,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,6,core,CORE_6,core,-1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,7,paraphrase_twin,PARA_1,paraphrase,1,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
deepseek_chat,DS0002_R4,DST0002,4,8,paraphrase_twin,PARA_2,paraphrase,2,0,B,1,CAR,5,travel_time,cost,False,1,PT|CAR|SLOW_MODES,,,1,0.0
